PassengerId,Pclass,Sex adj,Age,SibSp,Parch,Tick adj,Fare,Embarked adj,Survived
446,1,1,4,0,2,33638,81.8583,2,1
447,2,0,13,0,1,250644,19.5,2,1
448,1,1,34,0,0,113794,26.55,2,1
449,3,0,5,2,1,2666,19.2583,0,1
450,1,1,52,0,0,113786,30.5,2,1
451,2,1,36,1,2,34651,27.75,2,0
452,3,1,30,1,0,65303,19.9667,2,0
453,1,1,30,0,0,113051,27.75,0,0
454,1,1,49,1,0,17453,89.1042,0,1
455,3,1,30,0,0,2817,8.05,2,0
456,3,1,29,0,0,349240,7.8958,0,1
457,1,1,65,0,0,13509,26.55,2,0
458,1,0,35,1,0,17464,51.8625,2,1
459,2,0,50,0,0,13531,10.5,2,1
460,3,1,30,0,0,371060,7.75,1,0
461,1,1,48,0,0,19952,26.55,2,1
462,3,1,34,0,0,364506,8.05,2,0
463,1,1,47,0,0,111320,38.5,2,0
464,2,1,48,0,0,234360,13,2,0
465,3,1,30,0,0,2816,8.05,2,0
466,3,1,38,0,0,3101306,7.05,2,0
467,2,1,30,0,0,239853,0,2,0
468,1,1,56,0,0,113792,26.55,2,0
469,3,1,30,0,0,36209,7.725,1,0
470,3,0,0.75,2,1,2666,19.2583,0,1
471,3,1,30,0,0,323592,7.25,2,0
472,3,1,38,0,0,315089,8.6625,2,0
473,2,0,33,1,2,34651,27.75,2,1
474,2,0,23,0,0,0,13.7917,0,1
475,3,0,22,0,0,7553,9.8375,2,0
476,1,1,30,0,0,110465,52,2,0
477,2,1,34,1,0,31027,21,2,0
478,3,1,29,1,0,3460,7.0458,2,0
479,3,1,22,0,0,350060,7.5208,2,0
480,3,0,2,0,1,3101298,12.2875,2,1
481,3,1,9,5,2,2144,46.9,2,0
482,2,1,30,0,0,239854,0,2,0
483,3,1,50,0,0,3594,8.05,2,0
484,3,0,63,0,0,4134,9.5875,2,1
485,1,1,25,1,0,11967,91.0792,0,1
486,3,0,21,3,1,4133,25.4667,2,0
487,1,0,35,1,0,19943,90,2,1
488,1,1,58,0,0,11771,29.7,0,0
489,3,1,30,0,0,18509,8.05,2,0
490,3,1,9,1,1,37671,15.9,2,1
491,3,1,30,1,0,65304,19.9667,2,0
492,3,1,21,0,0,3101317,7.25,2,0
493,1,1,55,0,0,113787,30.5,2,0
494,1,1,71,0,0,17609,49.5042,0,0
495,3,1,21,0,0,45380,8.05,2,0
496,3,1,30,0,0,2627,14.4583,0,0
497,1,0,54,1,0,36947,78.2667,0,1
498,3,1,30,0,0,6212,15.1,2,0
499,1,0,25,1,2,113781,151.55,2,0
500,3,1,24,0,0,350035,7.7958,2,0
501,3,1,17,0,0,315086,8.6625,2,0
502,3,0,21,0,0,364846,7.75,1,0
503,3,0,21,0,0,330909,7.6292,1,0
504,3,0,37,0,0,4135,9.5875,2,0
505,1,0,16,0,0,110152,86.5,2,1
506,1,1,18,1,0,17758,108.9,0,0
507,2,0,33,0,2,26360,26,2,1
508,1,1,30,0,0,111427,26.55,2,1
509,3,1,28,0,0,4001,22.525,2,0
510,3,1,26,0,0,1601,56.4958,2,1
511,3,1,29,0,0,382651,7.75,1,1
512,3,1,30,0,0,3101316,8.05,2,0
513,1,1,36,0,0,17473,26.2875,2,1
514,1,0,54,1,0,17603,59.4,0,1
515,3,1,24,0,0,349209,7.4958,2,0
516,1,1,47,0,0,36967,34.0208,2,0
517,2,0,34,0,0,34260,10.5,2,1
518,3,1,30,0,0,371110,24.15,1,0
519,2,0,36,1,0,226875,26,2,1
520,3,1,32,0,0,349242,7.8958,2,0
521,1,0,30,0,0,12749,93.5,2,1
522,3,1,22,0,0,349252,7.8958,2,0
523,3,1,30,0,0,2624,7.225,0,0
524,1,0,44,0,1,111361,57.9792,0,1
525,3,1,30,0,0,2700,7.2292,0,0
526,3,1,40.5,0,0,367232,7.75,1,0
527,2,0,50,0,0,14258,10.5,2,1
528,1,1,30,0,0,17483,221.7792,2,0
529,3,1,39,0,0,3101296,7.925,2,0
530,2,1,23,2,1,29104,11.5,2,0
531,2,0,2,1,1,26360,26,2,1
532,3,1,30,0,0,2641,7.2292,0,0
533,3,1,17,1,1,2690,7.2292,0,0
534,3,0,35,0,2,2668,22.3583,0,1
535,3,0,30,0,0,315084,8.6625,2,0
536,2,0,7,0,2,13529,26.25,2,1
537,1,1,45,0,0,113050,26.55,2,0
538,1,0,30,0,0,17761,106.425,0,1
539,3,1,30,0,0,364498,14.5,2,0
540,1,0,22,0,2,13568,49.5,0,1
541,1,0,36,0,2,5735,71,2,1
542,3,0,9,4,2,347082,31.275,2,0
543,3,0,11,4,2,347082,31.275,2,0
544,2,1,32,1,0,2908,26,2,1
545,1,1,50,1,0,17761,106.425,0,0
546,1,1,64,0,0,693,26,2,0
547,2,0,19,1,0,2908,26,2,1
548,2,1,30,0,0,2146,13.8625,0,1
549,3,1,33,1,1,363291,20.525,2,0
550,2,1,8,1,1,33112,36.75,2,1
551,1,1,17,0,2,17421,110.8833,0,1
552,2,1,27,0,0,244358,26,2,0
553,3,1,30,0,0,330979,7.8292,1,0
554,3,1,22,0,0,2620,7.225,0,1
555,3,0,22,0,0,347085,7.775,2,1
556,1,1,62,0,0,113807,26.55,2,0
557,1,0,48,1,0,11755,39.6,0,1
558,1,1,30,0,0,17757,227.525,0,0
559,1,0,39,1,1,110413,79.65,2,1
560,3,0,36,1,0,345572,17.4,2,1
561,3,1,30,0,0,372622,7.75,1,0
562,3,1,40,0,0,349251,7.8958,2,0
563,2,1,28,0,0,218629,13.5,2,0
564,3,1,30,0,0,392082,8.05,2,0
565,3,0,21,0,0,392087,8.05,2,0
566,3,1,24,2,0,48871,24.15,2,0
567,3,1,19,0,0,349205,7.8958,2,0
568,3,0,29,0,4,349909,21.075,2,0
569,3,1,30,0,0,2686,7.2292,0,0
570,3,1,32,0,0,350417,7.8542,2,1
571,2,1,62,0,0,752,10.5,2,1
572,1,0,53,2,0,11769,51.4792,2,1
573,1,1,36,0,0,17474,26.3875,2,1
574,3,0,21,0,0,14312,7.75,1,1
575,3,1,16,0,0,20589,8.05,2,0
576,3,1,19,0,0,358585,14.5,2,0
577,2,0,34,0,0,243880,13,2,1
578,1,0,39,1,0,13507,55.9,2,1
579,3,0,35,1,0,2689,14.4583,0,0
580,3,1,32,0,0,3101286,7.925,2,1
581,2,0,25,1,1,237789,30,2,1
582,1,0,39,1,1,17421,110.8833,0,1
583,2,1,54,0,0,28403,26,2,0
584,1,1,36,0,0,13049,40.125,0,0
585,3,1,30,0,0,3411,8.7125,0,0
586,1,0,18,0,2,110413,79.65,2,1
587,2,1,47,0,0,237565,15,2,0
588,1,1,60,1,1,13567,79.2,0,1
589,3,1,22,0,0,14973,8.05,2,0
590,3,1,30,0,0,3235,8.05,2,0
591,3,1,35,0,0,3101273,7.125,2,0
592,1,0,52,1,0,36947,78.2667,0,1
593,3,1,47,0,0,3902,7.25,2,0
594,3,0,21,0,2,364848,7.75,1,0
595,2,1,37,1,0,29037,26,2,0
596,3,1,36,1,1,345773,24.15,2,0
597,2,0,21,0,0,248727,33,2,1
598,3,1,49,0,0,0,0,2,0
599,3,1,30,0,0,2664,7.225,0,0
600,1,1,49,1,0,17485,56.9292,0,1
601,2,0,24,2,1,243847,27,2,1
602,3,1,30,0,0,349214,7.8958,2,0
603,1,1,30,0,0,113796,42.4,2,0
604,3,1,44,0,0,364511,8.05,2,0
605,1,1,35,0,0,111426,26.55,0,1
606,3,1,36,1,0,349910,15.55,2,0
607,3,1,30,0,0,349246,7.8958,2,0
608,1,1,27,0,0,113804,30.5,2,1
609,2,0,22,1,2,2123,41.5792,0,1
610,1,0,40,0,0,17582,153.4625,2,1
611,3,0,39,1,5,347082,31.275,2,0
612,3,1,30,0,0,3101305,7.05,2,0
613,3,0,21,1,0,367230,15.5,1,1
614,3,1,30,0,0,370377,7.75,1,0
615,3,1,35,0,0,364512,8.05,2,0
616,2,0,24,1,2,220845,65,2,1
617,3,1,34,1,1,347080,14.4,2,0
618,3,0,26,1,0,3336,16.1,2,0
619,2,0,4,2,1,230136,39,2,1
620,2,1,26,0,0,31028,10.5,2,0
621,3,1,27,1,0,2659,14.4542,0,0
622,1,1,42,1,0,11753,52.5542,2,1
623,3,1,20,1,1,2653,15.7417,0,1
624,3,1,21,0,0,350029,7.8542,2,0
625,3,1,21,0,0,54636,16.1,2,0
626,1,1,61,0,0,36963,32.3208,2,0
627,2,1,57,0,0,219533,12.35,1,0
628,1,0,21,0,0,13502,77.9583,2,1
629,3,1,26,0,0,349224,7.8958,2,0
630,3,1,30,0,0,334912,7.7333,1,0
631,1,1,80,0,0,27042,30,2,1
632,3,1,51,0,0,347743,7.0542,2,0
633,1,1,32,0,0,13214,30.5,0,1
634,1,1,30,0,0,112052,0,2,0
635,3,0,9,3,2,347088,27.9,2,0
636,2,0,28,0,0,237668,13,2,1
637,3,1,32,0,0,3101292,7.925,2,0
638,2,1,31,1,1,31921,26.25,2,0
639,3,0,41,0,5,3101295,39.6875,2,0
640,3,1,30,1,0,376564,16.1,2,0
641,3,1,20,0,0,350050,7.8542,2,0
642,1,0,24,0,0,17477,69.3,0,1
643,3,0,2,3,2,347088,27.9,2,0
644,3,1,30,0,0,1601,56.4958,2,1
645,3,0,0.75,2,1,2666,19.2583,0,1
646,1,1,48,1,0,17572,76.7292,0,1
647,3,1,19,0,0,349231,7.8958,2,0
648,1,1,56,0,0,13213,35.5,0,1
649,3,1,30,0,0,751,7.55,2,0
650,3,0,23,0,0,2314,7.55,2,1
651,3,1,30,0,0,349221,7.8958,2,0
652,2,0,18,0,1,231919,23,2,1
653,3,1,21,0,0,8475,8.4333,2,0
654,3,0,21,0,0,330919,7.8292,1,1
655,3,0,18,0,0,365226,6.75,1,0
656,2,1,24,2,0,14879,73.5,2,0
657,3,1,30,0,0,349223,7.8958,2,0
658,3,0,32,1,1,364849,15.5,1,0
659,2,1,23,0,0,29751,13,2,0
660,1,1,58,0,2,35273,113.275,0,0
661,1,1,50,2,0,17611,133.65,2,1
662,3,1,40,0,0,2623,7.225,0,0
663,1,1,47,0,0,5727,25.5875,2,0
664,3,1,36,0,0,349210,7.4958,2,0
665,3,1,20,1,0,3101285,7.925,2,1
666,2,1,32,2,0,14879,73.5,2,0
667,2,1,25,0,0,234686,13,2,0
668,3,1,30,0,0,312993,7.775,2,0
669,3,1,43,0,0,3536,8.05,2,0
670,1,0,35,1,0,19996,52,2,1
671,2,0,40,1,1,29750,39,2,1
672,1,1,31,1,0,12750,52,2,0
673,2,1,70,0,0,24580,10.5,2,0
674,2,1,31,0,0,244270,13,2,1
675,2,1,30,0,0,239856,0,2,0
676,3,1,18,0,0,349912,7.775,2,0
677,3,1,24.5,0,0,342826,8.05,2,0
678,3,0,18,0,0,4138,9.8417,2,1
679,3,0,43,1,6,2144,46.9,2,0
680,1,1,36,0,1,17755,512.3292,0,1
681,3,0,21,0,0,330935,8.1375,1,0
682,1,1,27,0,0,17572,76.7292,0,1
683,3,1,20,0,0,6563,9.225,2,0
684,3,1,14,5,2,2144,46.9,2,0
685,2,1,60,1,1,29750,39,2,0
686,2,1,25,1,2,2123,41.5792,0,0
687,3,1,14,4,1,3101295,39.6875,2,0
688,3,1,19,0,0,349228,10.1708,2,0
689,3,1,18,0,0,350036,7.7958,2,0
690,1,0,15,0,1,24160,211.3375,2,1
691,1,1,31,1,0,17474,57,2,1
692,3,0,4,0,1,349256,13.4167,0,1
693,3,1,30,0,0,1601,56.4958,2,1
694,3,1,25,0,0,2672,7.225,0,0
695,1,1,60,0,0,113800,26.55,2,0
696,2,1,52,0,0,248731,13.5,2,0
697,3,1,44,0,0,363592,8.05,2,0
698,3,0,21,0,0,35852,7.7333,1,1
699,1,1,49,1,1,17421,110.8833,0,0
700,3,1,42,0,0,348121,7.65,2,0
701,1,0,18,1,0,17757,227.525,0,1
702,1,1,35,0,0,17475,26.2875,2,1
703,3,0,18,0,1,2691,14.4542,0,0
704,3,1,25,0,0,36864,7.7417,1,0
705,3,1,26,1,0,350025,7.8542,2,0
706,2,1,39,0,0,250655,26,2,0
707,2,0,45,0,0,223596,13.5,2,1
708,1,1,42,0,0,17476,26.2875,2,1
709,1,0,22,0,0,113781,151.55,2,1
710,3,1,3.5,1,1,2661,15.2458,0,1
711,1,0,24,0,0,17482,49.5042,0,1
712,1,1,30,0,0,113028,26.55,2,0
713,1,1,48,1,0,19996,52,2,1
714,3,1,29,0,0,7545,9.4833,2,0
715,2,1,52,0,0,250647,13,2,0
716,3,1,19,0,0,348124,7.65,2,0
717,1,0,38,0,0,17757,227.525,0,1
718,2,0,27,0,0,34218,10.5,2,1
719,3,1,30,0,0,36568,15.5,1,0
720,3,1,33,0,0,347062,7.775,2,0
721,2,0,6,0,1,248727,33,2,1
722,3,1,17,1,0,350048,7.0542,2,0
723,2,1,34,0,0,12233,13,2,0
724,2,1,50,0,0,250643,13,2,0
725,1,1,27,1,0,113806,53.1,2,1
726,3,1,20,0,0,315094,8.6625,2,0
727,2,0,30,3,0,31027,21,2,1
728,3,0,21,0,0,36866,7.7375,1,1
729,2,1,25,1,0,236853,26,2,0
730,3,0,25,1,0,3101271,7.925,2,0
731,1,0,29,0,0,24160,211.3375,2,1
732,3,1,11,0,0,2699,18.7875,0,0
733,2,1,30,0,0,239855,0,2,0
734,2,1,23,0,0,28425,13,2,0
735,2,1,23,0,0,233639,13,2,0
736,3,1,28.5,0,0,54636,16.1,2,0
737,3,0,48,1,3,6608,34.375,2,0
738,1,1,35,0,0,17755,512.3292,0,1
739,3,1,30,0,0,349201,7.8958,2,0
740,3,1,30,0,0,349218,7.8958,2,0
741,1,1,30,0,0,16988,30,2,1
742,1,1,36,1,0,19877,78.85,2,0
743,1,0,21,2,2,17608,262.375,0,1
744,3,1,24,1,0,376566,16.1,2,0
745,3,1,31,0,0,3101288,7.925,2,1
746,1,1,70,1,1,5735,71,2,0
747,3,1,16,1,1,2673,20.25,2,0
748,2,0,30,0,0,250648,13,2,1
749,1,1,19,1,0,113773,53.1,2,0
750,3,1,31,0,0,335097,7.75,1,0
751,2,0,4,1,1,29103,23,2,1
752,3,1,6,0,1,392096,12.475,2,1
753,3,1,33,0,0,345780,9.5,2,0
754,3,1,23,0,0,349204,7.8958,2,0
755,2,0,48,1,2,220845,65,2,1
756,2,1,0.67,1,1,250649,14.5,2,1
757,3,1,28,0,0,350042,7.7958,2,0
758,2,1,18,0,0,29108,11.5,2,0
759,3,1,34,0,0,363294,8.05,2,0
760,1,0,33,0,0,110152,86.5,2,1
761,3,1,30,0,0,358585,14.5,2,0
762,3,1,41,0,0,3101272,7.125,2,0
763,3,1,20,0,0,2663,7.2292,0,1
764,1,0,36,1,2,113760,120,2,1
765,3,1,16,0,0,347074,7.775,2,0
766,1,0,51,1,0,13502,77.9583,2,1
767,1,1,30,0,0,112379,39.6,0,0
768,3,0,30.5,0,0,364850,7.75,1,0
769,3,1,30,1,0,371110,24.15,1,0
770,3,1,32,0,0,8471,8.3625,2,0
771,3,1,24,0,0,345781,9.5,2,0
772,3,1,48,0,0,350047,7.8542,2,0
773,2,0,57,0,0,3,10.5,2,0
774,3,1,30,0,0,2674,7.225,0,0
775,2,0,54,1,3,29105,23,2,1
776,3,1,18,0,0,347078,7.75,2,0
777,3,1,30,0,0,383121,7.75,1,0
778,3,0,5,0,0,364516,12.475,2,1
779,3,1,30,0,0,36865,7.7375,1,0
780,1,0,43,0,1,24160,211.3375,2,1
781,3,0,13,0,0,2687,7.2292,0,1
782,1,0,17,1,0,17474,57,2,1
783,1,1,29,0,0,113501,30,2,0
784,3,1,30,1,2,6607,23.45,2,0
785,3,1,25,0,0,3101312,7.05,2,0
786,3,1,25,0,0,374887,7.25,2,0
787,3,0,18,0,0,3101265,7.4958,2,1
788,3,1,8,4,1,382652,29.125,1,0
789,3,1,1,1,2,2315,20.575,2,1
790,1,1,46,0,0,17593,79.2,0,0
791,3,1,30,0,0,12460,7.75,1,0
792,2,1,16,0,0,239865,26,2,0
793,3,0,21,8,2,2343,69.55,2,0
794,1,1,30,0,0,17600,30.6958,0,0
795,3,1,25,0,0,349203,7.8958,2,0
796,2,1,39,0,0,28213,13,2,0
797,1,0,49,0,0,17465,25.9292,2,1
798,3,0,31,0,0,349244,8.6833,2,1
799,3,1,30,0,0,2685,7.2292,0,0
800,3,0,30,1,1,345773,24.15,2,0
801,2,1,34,0,0,250647,13,2,0
802,2,0,31,1,1,31921,26.25,2,1
803,1,1,11,1,2,113760,120,2,1
804,3,1,0.42,0,1,2625,8.5167,0,1
805,3,1,27,0,0,347089,6.975,2,1
806,3,1,31,0,0,347063,7.775,2,0
807,1,1,39,0,0,112050,0,2,0
808,3,0,18,0,0,347087,7.775,2,0
809,2,1,39,0,0,248723,13,2,0
810,1,0,33,1,0,113806,53.1,2,1
811,3,1,26,0,0,3474,7.8875,2,0
812,3,1,39,0,0,48871,24.15,2,0
813,2,1,35,0,0,28206,10.5,2,0
814,3,0,6,4,2,347082,31.275,2,0
815,3,1,30.5,0,0,364499,8.05,2,0
816,1,1,30,0,0,112058,0,2,0
817,3,0,23,0,0,3101290,7.925,2,0
818,2,1,31,1,1,2079,37.0042,0,0
819,3,1,43,0,0,7075,6.45,2,0
820,3,1,10,3,2,347088,27.9,2,0
821,1,0,52,1,1,12749,93.5,2,1
822,3,1,27,0,0,315098,8.6625,2,1
823,1,1,38,0,0,19972,0,2,0
824,3,0,27,0,1,392096,12.475,2,1
825,3,1,2,4,1,3101295,39.6875,2,0
826,3,1,30,0,0,368323,6.95,1,0
827,3,1,30,0,0,1601,56.4958,2,0
828,2,1,1,0,2,2079,37.0042,0,1
829,3,1,30,0,0,367228,7.75,1,1
830,1,0,62,0,0,113572,80,2,1
831,3,0,15,1,0,2659,14.4542,0,1
832,2,1,0.83,1,1,29106,18.75,2,1
833,3,1,30,0,0,2671,7.2292,0,0
834,3,1,23,0,0,347468,7.8542,2,0
835,3,1,18,0,0,2223,8.3,2,0
836,1,0,39,1,1,17756,83.1583,0,1
837,3,1,21,0,0,315097,8.6625,2,0
838,3,1,30,0,0,392092,8.05,2,0
839,3,1,32,0,0,1601,56.4958,2,1
840,1,1,30,0,0,11774,29.7,0,1
841,3,1,20,0,0,3101287,7.925,2,0
842,2,1,16,0,0,3,10.5,2,0
843,1,0,30,0,0,113798,31,0,1
844,3,1,34.5,0,0,2683,6.4375,0,0
845,3,1,17,0,0,315090,8.6625,2,0
846,3,1,42,0,0,5547,7.55,2,0
847,3,1,30,8,2,2343,69.55,2,0
848,3,1,35,0,0,349213,7.8958,0,0
849,2,1,28,0,1,248727,33,2,0
850,1,0,35,1,0,17453,89.1042,0,1
851,3,1,4,4,2,347082,31.275,2,0
852,3,1,74,0,0,347060,7.775,2,0
853,3,0,9,1,1,2678,15.2458,0,0
854,1,0,16,0,1,17592,39.4,2,1
855,2,0,44,1,0,244252,26,2,0
856,3,0,18,0,1,392091,9.35,2,1
857,1,0,45,1,1,36928,164.8667,2,1
858,1,1,51,0,0,113055,26.55,2,1
859,3,0,24,0,3,2666,19.2583,0,1
860,3,1,30,0,0,2629,7.2292,0,0
861,3,1,41,2,0,350026,14.1083,2,0
862,2,1,21,1,0,28134,11.5,2,0
863,1,0,48,0,0,17466,25.9292,2,1
864,3,0,21,8,2,2343,69.55,2,0
865,2,1,24,0,0,233866,13,2,0
866,2,0,42,0,0,236852,13,2,1
867,2,0,27,1,0,2149,13.8583,0,1
868,1,1,31,0,0,17590,50.4958,2,0
869,3,1,30,0,0,345777,9.5,2,0
870,3,1,4,1,1,347742,11.1333,2,1
871,3,1,26,0,0,349248,7.8958,2,0
872,1,0,47,1,1,11751,52.5542,2,1
873,1,1,33,0,0,695,5,2,0
874,3,1,47,0,0,345765,9,2,0
875,2,0,28,1,0,3381,24,0,1
876,3,0,15,0,0,2667,7.225,0,1
877,3,1,20,0,0,7534,9.8458,2,0
878,3,1,19,0,0,349212,7.8958,2,0
879,3,1,30,0,0,349217,7.8958,2,0
880,1,0,56,0,1,11767,83.1583,0,1
881,2,0,25,0,1,230433,26,2,1
882,3,1,33,0,0,349257,7.8958,2,0
883,3,0,22,0,0,7552,10.5167,2,0
884,2,1,28,0,0,34068,10.5,2,0
885,3,1,25,0,0,392076,7.05,2,0
886,3,0,39,0,5,382652,29.125,1,0
887,2,1,27,0,0,211536,13,2,0
888,1,0,19,0,0,112053,30,2,1
889,3,0,21,1,2,6607,23.45,2,0
890,1,1,26,0,0,111369,30,0,1
891,3,1,32,0,0,370376,7.75,1,0
